major,minor,patch,linearized,count
1, 6, 51, 1.776842, 1
1, 8, 38, 1.817352, 1
0, 5, 254, 0.749756, 1
0, 5, 59, 0.748971, 7
1, 36, 0, 1.947368, 4
6, 20, 1, 6.910448, 2
0, 11, 30, 0.856502, 3
2015, 2, 17, 2015.591398, 1
1, 0, 30000101, 1.333333, 1
9999, 9999, 9999, 9999.999800, 9
1, 1, 345, 1.499278, 1
2, 6, 0, 2.750000, 314
5, 0, 3, 5.230769, 99
0, 7, 770, 0.799948, 1
0, 20150420, 1, 1.000000, 1
1, 3, 56, 1.664740, 2
10, 2, 5, 10.575758, 1
29, 0, 6, 29.272727, 1
1, 0, 30000142, 1.333333, 1
0, 4, 144, 0.713725, 1
0, 26, 3, 0.930070, 8
0, 0, 48, 0.324324, 164
3, 6, 19, 3.775401, 3
0, 1, 3106, 0.499920, 1
1, 0, 1436952208311, 1.333333, 1
0, 0, 574, 0.332561, 2
0, 90, 29, 0.978480, 7
0, 20140801, 0, 1.000000, 1
1, 2, 62, 1.597484, 5
0, 5, 94, 0.749347, 3
1, 0, 259, 1.331626, 2
2014, 261, 545, 2014.992424, 1
0, 1, 38, 0.493671, 148
0, 7, 171, 0.799769, 3
2015, 4, 3, 2015.696970, 1
0, 3, 267, 0.666253, 1
0, 61, 12, 0.968680, 1
0, 1, 638, 0.499609, 1
6, 9, 6, 6.829787, 1
1, 0, 1435213076552, 1.333333, 1
2, 0, 20, 2.312500, 56
2014, 260, 1730, 2014.992395, 1
14, 11, 22, 14.856287, 2
2, 1, 51, 2.495238, 1
5, 4, 30, 5.711712, 1
1, 5, 28, 1.747899, 2
4, 9, 3, 4.827586, 4
10, 6, 2, 10.764706, 1
13, 0, 5, 13.263158, 1
0, 1, 1082, 0.499769, 1
0, 6, 4, 0.769231, 946
1, 0, 1435808870646, 1.333333, 1
21, 12, 0, 21.857143, 1
8, 10, 1, 8.837838, 1
0, 0, 403, 0.332234, 2
0, 1, 591, 0.499578, 1
2014, 119, 17, 2014.983592, 1
0, 8, 755, 0.818138, 1
22, 46, 0, 22.958333, 1
1, 0, 430, 1.332303, 1
2014, 259, 715, 2014.992366, 1
0, 1, 65, 0.496241, 54
0, 7, 78, 0.799499, 3
0, 13, 33, 0.874552, 2
1, 0, 1442907390892, 1.333333, 1
3, 17, 2, 3.897436, 3
6, 21, 5, 6.915663, 1
1, 201509220207, 1, 2.000000, 1
2, 4, 25, 2.711230, 2
0, 91, 76, 0.978718, 2
1, 1, 1, 1.400000, 7398
10, 0, 10, 10.294118, 2
1, 11, 18, 1.856115, 1
0, 28, 8, 0.935065, 2
0, 2, 9, 0.584906, 1585
9, 5, 2, 9.733333, 4
3, 8, 22, 3.816794, 2
0, 8, 26, 0.816993, 36
15, 17, 0, 15.894737, 1
0, 2, 20130801, 0.600000, 1
0, 0, 488, 0.332425, 2
12, 9, 2418, 12.833322, 1
1, 0, 1442267596343, 1.333333, 1
0, 0, 46092, 0.333324, 1
0, 1, 746, 0.499666, 1
0, 66, 67, 0.971002, 1
3, 19, 6, 3.908046, 1
0, 92, 6, 0.978892, 1
0, 1, 61092, 0.499996, 1
16, 0, 20, 16.312500, 1
0, 66, 51, 0.970999, 1
6, 40, 0, 6.952381, 1
0, 5, 260, 0.749761, 1
1, 0, 53, 1.325153, 34
0, 1, 944, 0.499736, 1
0, 1, 236, 0.498947, 5
2014, 100, 0, 2014.980392, 1
0, 3, 61, 0.664894, 13
0, 8, 291, 0.818069, 1
0, 9, 28, 0.832402, 32
3, 23, 10, 3.922581, 1
2014, 104, 4, 2014.981250, 1
2014, 1, 6, 2014.466667, 1
4, 14, 4, 4.880000, 1
2014, 261, 1300, 2014.992424, 1
2, 8, 2, 2.809524, 59
2014, 262, 45, 2014.992452, 1
5, 2, 1, 5.538462, 77
4, 1, 25, 4.490566, 1
3, 4, 17, 3.709924, 1
2014, 259, 1900, 2014.992366, 1
0, 10, 82, 0.845872, 1
0, 0, 333, 0.332004, 11
1, 7, 691, 1.799942, 1
0, 1, 885, 0.499718, 1
2015, 8, 27, 2015.817035, 1
2014, 264, 1045, 2014.992509, 1
1, 0, 80, 1.327869, 20
0, 23, 22, 0.922830, 1
0, 1, 375, 0.499336, 3
0, 3, 216, 0.666156, 1
0, 5, 169, 0.749634, 1
2014, 263, 1630, 2014.992481, 1
2014, 100, 1, 2014.980456, 1
2, 2, 18, 2.591837, 14
2015, 3, 21, 2015.661765, 1
1, 7, 26, 1.798561, 4
1, 0, 1436312423907, 1.333333, 1
0, 1, 1037, 0.499759, 1
0, 123, 0, 0.984000, 1
0, 4, 2, 0.692308, 3602
3, 10, 13, 3.844560, 1
0, 10, 47, 0.845669, 2
0, 0, 162, 0.330612, 7
0, 99, 192, 0.980390, 1
2014, 12, 28, 2014.866071, 1
0, 1, 912, 0.499726, 1
1, 0, 1431421268421, 1.333333, 1
0, 3, 237, 0.666201, 1
26, 0, 14, 26.304348, 1
1, 0, 255, 1.331599, 2
0, 1, 402, 0.499380, 1
1, 6, 68, 1.777070, 1
2014, 106, 12, 2014.981627, 1
1, 8, 47, 1.817505, 1
2, 43, 0, 2.955556, 4
0, 5, 204, 0.749696, 1
1, 0, 30000114, 1.333333, 1
0, 39, 1, 0.951613, 5
2015, 7, 12, 2015.797101, 2
2, 6, 23, 2.775785, 2
5, 0, 8, 5.285714, 25
0, 7, 795, 0.799950, 1
1, 3, 15, 1.660000, 57
0, 99, 193, 0.980390, 1
4, 3, 0, 4.600000, 194
1, 0, 30000135, 1.333333, 1
0, 4, 111, 0.713561, 3
0, 26, 10, 0.930636, 2
13, 6, 10, 13.773585, 1
0, 0, 7, 0.280000, 11612
9, 7, 4, 9.793103, 2
3, 6, 24, 3.775862, 1
2014, 101, 48, 2014.980762, 1
11, 0, 26, 11.317073, 2
0, 1, 573, 0.499565, 1
2014, 263, 1045, 2014.992481, 1
100, 0, 2, 100.200000, 1
0, 0, 4591, 0.333237, 1
1, 2, 55, 1.597173, 4
0, 0, 1027, 0.332901, 1
0, 5, 87, 0.749296, 3
1, 0, 280, 1.331754, 2
0, 1, 63, 0.496124, 55
0, 7, 160, 0.799753, 3
2015, 4, 12, 2015.708333, 1
0, 3, 256, 0.666235, 1
1, 0, 1196, 1.332962, 1
3, 0, 1392, 3.333014, 1
2014, 259, 1115, 2014.992366, 1
1, 0, 1432781878664, 1.333333, 1
2, 10, 4, 2.842105, 15
1, 0, 1423217685296, 1.333333, 1
5, 4, 7, 5.704918, 11
1, 0, 1417485736262, 1.333333, 1
1, 5, 23, 1.747475, 6
1, 0, 30000290, 1.333333, 1
1, 1, 191, 1.498701, 1
0, 1, 1075, 0.499768, 1
0, 6, 31, 0.776271, 11
22, 11, 0, 22.846154, 1
0, 12, 52, 0.866337, 1
9, 3, 1, 9.625000, 10
1, 0, 1436413505679, 1.333333, 1
12, 3, 2, 12.636364, 1
0, 8, 236, 0.818043, 1
12, 9, 21, 12.832117, 1
2, 19, 4, 2.907692, 1
8, 0, 9, 8.290323, 2
0, 0, 410, 0.332253, 2
0, 1, 600, 0.499584, 1
2014, 119, 26, 2014.983597, 1
0, 8, 746, 0.818138, 1
0, 70, 1, 0.972350, 2
2014, 104, 56, 2014.981302, 1
0, 21, 20, 0.916350, 2
1, 0, 423, 1.332286, 1
1, 0, 1435033542382, 1.333333, 1
0, 1, 90, 0.497268, 16
0, 7, 71, 0.799451, 6
1, 0, 1427914967755, 1.333333, 1
1, 0, 933, 1.332858, 1
2, 4, 16, 2.709677, 6
1, 0, 509, 1.332462, 1
2, 14, 1, 2.877551, 16
1, 1, 24, 1.490196, 42
1, 11, 9, 1.855263, 8
13, 4, 1, 13.684211, 2
0, 2, 0, 0.500000, 25921
3, 8, 15, 3.816216, 2
0, 8, 17, 0.816425, 80
0, 0, 511, 0.332466, 2
15, 5, 25, 15.747664, 1
1, 0, 20140810, 1.333333, 1
0, 1, 739, 0.499662, 1
5, 9, 31, 5.832487, 2
2014, 115, 33, 2014.983043, 1
11, 17, 0, 11.894737, 1
0, 92, 13, 0.978918, 1
2014, 115, 21, 2014.983038, 1
1, 0, 974, 1.332878, 1
0, 5, 285, 0.749782, 1
1, 0, 450, 1.332349, 1
2014, 264, 1730, 2014.992509, 1
0, 1, 229, 0.498915, 6
1, 0, 1437774809169, 1.333333, 1
1, 0, 1420502017399, 1.333333, 1
0, 3, 74, 0.665198, 9
0, 9, 37, 0.832618, 16
1, 0, 960, 1.332871, 1
0, 37, 3, 0.949495, 4
2014, 104, 63, 2014.981303, 1
50, 0, 0, 50.000000, 1
6, 17, 1, 6.896552, 1
5, 8, 39, 5.817372, 1
2, 8, 21, 2.816733, 3
0, 9, 551, 0.833283, 1
5, 2, 10, 5.586207, 9
1, 1, 101, 1.497561, 1
17, 32, 0, 17.941176, 1
1, 13, 13, 1.873950, 4
4, 1, 2, 4.428571, 166
1, 0, 1431399627085, 1.333333, 1
0, 14, 5, 0.880342, 59
3, 4, 26, 3.711340, 1
1, 0, 1011, 1.332894, 1
0, 0, 46226, 0.333324, 1
0, 1, 782, 0.499681, 1
1, 20, 7, 1.912195, 1
0, 0, 7092, 0.333271, 1
1, 0, 105, 1.329154, 9
0, 23, 15, 0.922727, 3
0, 1, 256, 0.499029, 4
0, 3, 209, 0.666139, 2
0, 9, 64, 0.832911, 9
1, 34, 6, 1.945578, 1
0, 7, 399, 0.799900, 1
3, 41, 3, 3.954128, 2
1, 0, 1425082322354, 1.333333, 1
2014, 264, 0, 2014.992481, 1
2, 12, 6, 2.864407, 2
5, 6, 5, 5.770492, 9
1, 7, 17, 1.797872, 11
1, 0, 30000108, 1.333333, 1
0, 4, 25, 0.711230, 59
0, 10, 54, 0.845730, 1
0, 0, 169, 0.330724, 6
3, 0, 21, 3.313433, 15
12, 1, 0, 12.333333, 2
2014, 12, 23, 2014.865952, 1
0, 1, 937, 0.499734, 2
2, 21, 2, 2.914894, 2
2014, 101, 66, 2014.980764, 1
1, 16, 10, 1.893805, 7
5, 2, 18, 5.591837, 1
1, 0, 244, 1.331522, 3
0, 1, 427, 0.499417, 1
1, 6, 93, 1.777257, 2
6, 48, 1, 6.960265, 1
0, 99, 191, 0.980390, 1
1, 8, 52, 1.817568, 1
3, 0, 16116, 3.333306, 1
0, 5, 249, 0.749751, 1
0, 5, 197, 0.749686, 1
3, 7, 53, 3.799270, 1
4, 32, 0, 4.941176, 1
1, 0, 30000011, 1.333333, 1
1, 1, 299, 1.499168, 1
2, 6, 30, 2.776224, 1
1, 0, 20140717, 1.333333, 1
1, 3, 22, 1.661972, 22
4, 3, 9, 4.656250, 6
0, 8, 20131209, 0.818182, 1
0, 4, 102, 0.713499, 2
13, 6, 3, 13.767442, 1
0, 0, 14, 0.304348, 2617
0, 169, 0, 0.988304, 1
3, 6, 1, 3.760000, 92
0, 8, 894, 0.818145, 1
2014, 101, 57, 2014.980763, 1
0, 0, 524, 0.332487, 2
2014, 262, 1300, 2014.992453, 1
0, 90, 15, 0.978467, 11
0, 0, 4598, 0.333237, 1
1, 2, 64, 1.597561, 5
0, 5, 104, 0.749409, 2
1, 0, 273, 1.331713, 2
2014, 258, 2045, 2014.992337, 1
0, 7, 185, 0.799786, 1
6, 52, 1, 6.963190, 1
0, 35, 5, 0.946970, 4
2014, 106, 49, 2014.981645, 1
5, 4, 12, 5.708333, 1
0, 0, 20150827, 0.333333, 1
1, 0, 30000315, 1.333333, 1
1, 15, 11, 1.887931, 3
4, 7, 4, 4.793103, 7
0, 0, 99, 0.328904, 49
0, 6, 22, 0.775701, 36
1, 0, 1464, 1.333030, 1
0, 99, 3, 0.980315, 2
0, 12, 3, 0.863014, 192
3, 2, 28, 3.594595, 1
0, 50, 28, 0.962217, 1
0, 8, 227, 0.818037, 1
1, 0, 1051, 1.332911, 1
8, 0, 0, 8.000000, 76
0, 0, 609, 0.332605, 2
11, 6, 3, 11.767442, 2
0, 20120715, 171049, 1.000000, 1
0, 0, 46213, 0.333324, 1
1, 22, 5, 1.919075, 2
0, 21, 13, 0.916201, 2
1, 0, 444, 1.332335, 1
0, 1, 83, 0.497041, 27
0, 7, 92, 0.799574, 4
6, 53, 1, 6.963855, 1
0, 20120407, 15549, 1.000000, 1
0, 47, 0, 0.959184, 16
0, 7, 602, 0.799934, 1
0, 4, 20130528, 0.714286, 1
6, 31, 6, 6.940741, 1
0, 91, 98, 0.978719, 1
1, 0, 1418090344351, 1.333333, 1
1, 1, 19, 1.487805, 70
10, 0, 36, 10.321429, 1
1, 11, 0, 1.846154, 229
7, 3, 6, 7.652174, 1
0, 2, 27, 0.594406, 154
0, 8, 8, 0.814815, 310
2, 7, 9012, 2.799996, 1
0, 0, 454, 0.332357, 4
2, 23, 0, 2.920000, 10
1, 0, 1440658744076, 1.333333, 1
0, 1, 764, 0.499673, 1
0, 66, 68, 0.971002, 1
1, 18, 8, 1.903846, 1
2014, 115, 30, 2014.983042, 1
16, 0, 2, 16.200000, 1
0, 66, 5, 0.970894, 1
1, 0, 1425925129067, 1.333333, 1
0, 5, 278, 0.749777, 1
3, 99, 0, 3.980198, 1
8, 6, 2, 8.764706, 1
0, 1, 254, 0.499022, 3
0, 3, 67, 0.665049, 10
0, 9, 46, 0.832753, 13
1, 8, 75, 1.817751, 1
0, 0, 662, 0.332663, 1
0, 1, 832, 0.499700, 1
2014, 104, 54, 2014.981302, 1
0, 20140818, 0, 1.000000, 1
1, 1, 124, 1.498008, 2
4, 1, 11, 4.480000, 9
4, 4, 10, 4.707317, 1
0, 14, 12, 0.881356, 11
3, 4, 3, 3.696970, 42
0, 0, 347, 0.332057, 2
0, 91, 11, 0.978689, 1
15, 3, 4, 15.647059, 1
0, 0, 46207, 0.333324, 1
0, 1, 775, 0.499678, 1
1, 0, 1432061205672, 1.333333, 1
2015, 8, 22, 2015.816794, 1
1, 0, 102, 1.329032, 9
0, 23, 4, 0.922078, 13
0, 1, 281, 0.499115, 4
1, 0, 1418142626626, 1.333333, 1
0, 0, 4611, 0.333237, 2
0, 9, 73, 0.832962, 10
0, 5, 187, 0.749669, 1
0, 7, 388, 0.799897, 1
1, 0, 30000261, 1.333333, 1
0, 33, 7, 0.944099, 1
2014, 126, 0, 2014.984375, 1
1, 0, 1423165732088, 1.333333, 1
5, 6, 14, 5.774648, 3
1, 9, 9, 1.830769, 29
6, 5, 21, 6.747253, 1
4, 5, 6, 4.741935, 9
1, 90, 20, 1.978474, 9
0, 4, 16, 0.709677, 134
13, 12, 0, 13.857143, 1
0, 97, 1, 0.979866, 1
0, 10, 1, 0.837838, 807
0, 0, 176, 0.330827, 8
3, 0, 30, 3.319149, 2
2014, 12, 14, 2014.865546, 1
0, 1, 930, 0.499732, 1
2014, 105, 27, 2014.981470, 1
2014, 115, 19, 2014.983037, 1
11, 4, 1, 11.684211, 4
1, 16, 3, 1.892473, 11
1, 0, 141, 1.330211, 3
0, 1, 420, 0.499407, 2
1, 6, 86, 1.777215, 2
0, 19, 11, 0.908451, 3
1, 8, 61, 1.817656, 1
1, 0, 1442004067671, 1.333333, 1
0, 5, 222, 0.749721, 1
6, 75, 2, 6.974194, 1
0, 45, 2, 0.957895, 6
1, 1, 290, 1.499142, 1
6, 25, 0, 6.925926, 2
1, 0, 20140730, 1.333333, 1
0, 7, 809, 0.799951, 1
1, 3, 29, 1.663043, 11
1, 0, 30000149, 1.333333, 1
0, 4, 125, 0.713641, 2
7, 1, 0, 7.333333, 68
0, 0, 21, 0.313433, 1257
0, 54, 10, 0.964809, 2
1, 0, 1439009275780, 1.333333, 1
0, 1, 973, 0.499743, 1
6, 6, 8, 6.772727, 2
2014, 8, 19, 2014.816594, 1
1, 0, 1421358113618, 1.333333, 1
0, 0, 531, 0.332498, 2
0, 36, 1, 0.947826, 10
0, 1, 463, 0.499462, 1
16, 14, 0, 16.875000, 1
0, 0, 4605, 0.333237, 2
1, 2, 89, 1.598234, 4
1, 0, 1424731543490, 1.333333, 1
0, 5, 97, 0.749367, 3
1, 0, 302, 1.331868, 4
1, 0, 1187, 1.332959, 1
3, 0, 1395, 3.333015, 1
0, 4, 203, 0.713887, 1
1, 0, 30000304, 1.333333, 1
0, 4, 218, 0.713914, 2
1, 1, 129, 1.498084, 1
4, 7, 13, 4.797297, 3
0, 0, 106, 0.329193, 24
1, 0, 1457, 1.333029, 1
7, 5, 5, 7.740741, 2
0, 12, 10, 0.865169, 38
3, 2, 5, 3.575758, 72
0, 8, 154, 0.817970, 1
15, 1, 2, 15.428571, 1
8, 0, 23, 8.315068, 1
0, 0, 616, 0.332613, 2
2014, 264, 1745, 2014.992509, 1
1, 0, 20140519, 1.333333, 1
0, 1, 618, 0.499596, 2
1, 24, 21, 1.925687, 1
47, 68, 4, 47.971698, 1
0, 76, 0, 0.974359, 3
0, 21, 6, 0.915789, 9
1, 0, 437, 1.332319, 1
0, 1, 108, 0.497717, 19
0, 7, 85, 0.799539, 2
1, 201507260903, 1, 2.000000, 1
2, 6, 39, 2.776567, 1
2014, 265, 615, 2014.992537, 1
1, 0, 30000295, 1.333333, 1
2014, 114, 15, 2014.982889, 1
1, 0, 1431291031444, 1.333333, 1
2, 56, 0, 2.965517, 1
0, 20150521, 1, 1.000000, 1
2014, 115, 37, 2014.983043, 1
0, 20140125, 0, 1.000000, 1
0, 2, 18, 0.591837, 312
0, 8, 63, 0.817672, 7
3, 30, 0, 3.937500, 3
6, 4, 1, 6.684211, 20
0, 0, 461, 0.332372, 1
15, 5, 7, 15.742857, 1
2, 1, 8, 2.473684, 134
0, 1, 757, 0.499670, 1
5, 9, 9, 5.830769, 2
1, 18, 1, 1.901639, 19
14, 2, 15, 14.590361, 1
0, 1, 61093, 0.499996, 1
0, 66, 28, 0.970986, 1
0, 0, 971, 0.332876, 1
0, 5, 303, 0.749795, 1
0, 72, 5, 0.973231, 1
0, 17, 9, 0.899083, 7
0, 1, 247, 0.498994, 3
3, 7, 42, 3.799087, 1
9, 8, 23, 9.816850, 1
1, 0, 1440693151150, 1.333333, 1
0, 3, 88, 0.665428, 4
0, 3, 120, 0.665753, 3
27, 0, 8, 27.285714, 1
0, 9, 55, 0.832845, 14
1, 0, 982, 1.332881, 1
2014, 104, 33, 2014.981298, 1
0, 43, 4, 0.956204, 1
0, 157, 0, 0.987421, 1
1, 0, 30000215, 1.333333, 1
1, 1, 119, 1.497925, 1
1, 0, 1438750196849, 1.333333, 1
1, 0, 1147, 1.332946, 1
7, 7, 2, 7.789474, 3
0, 14, 23, 0.881797, 2
2014, 263, 730, 2014.992481, 1
0, 0, 290, 0.331808, 1
6, 0, 10, 6.294118, 4
2014, 10, 29, 2014.845387, 1
0, 1, 784, 0.499682, 1
1, 0, 127, 1.329870, 3
0, 23, 61, 0.922983, 1
0, 1, 274, 0.499093, 4
22, 24, 0, 22.923077, 1
0, 29, 28, 0.937370, 1
0, 0, 4618, 0.333237, 2
1, 0, 1435883938463, 1.333333, 1
0, 9, 82, 0.833002, 8
3, 1, 47, 3.494845, 1
2014, 260, 400, 2014.992395, 1
6, 54, 2, 6.964602, 1
1, 0, 1158, 1.332950, 1
1, 9, 16, 1.831776, 11
1, 90, 29, 1.978480, 2
3, 10, 40, 3.845588, 1
0, 10, 8, 0.843750, 131
0, 0, 135, 0.330073, 10
3, 0, 7, 3.280000, 150
1, 0, 1433986522737, 1.333333, 1
2014, 12, 1, 2014.860465, 1
0, 1, 955, 0.499739, 1
2014, 105, 16, 2014.981462, 1
22, 1, 0, 22.333333, 1
1, 0, 154, 1.330472, 1
0, 1, 445, 0.499440, 1
1, 0, 1439945723689, 1.333333, 1
0, 19, 0, 0.904762, 182
0, 3, 130, 0.665823, 3
2014, 263, 815, 2014.992481, 1
0, 5, 215, 0.749712, 1
3, 7, 39, 3.799020, 1
27, 2, 3, 27.565217, 1
6, 55, 0, 6.964912, 1
1, 0, 30000025, 1.333333, 1
1, 0, 1423090040758, 1.333333, 1
1, 0, 1440701827123, 1.333333, 1
1, 20, 9, 1.912351, 1
1, 3, 100, 1.665574, 1
2014, 262, 1730, 2014.992453, 1
1, 0, 30000162, 1.333333, 1
0, 4, 116, 0.713592, 2
0, 0, 28, 0.318182, 659
2015, 5, 15, 2015.746269, 1
3, 28, 2, 3.934426, 2
6, 6, 7, 6.772152, 3
2014, 8, 10, 2014.815385, 1
2014, 101, 23, 2014.980754, 1
2, 3, 10, 2.657143, 34
0, 0, 538, 0.332509, 2
5, 0, 10, 5.294118, 17
14, 10, 12, 14.844444, 2
0, 1, 472, 0.499472, 1
0, 138, 0, 0.985714, 1
1, 2, 82, 1.598086, 4
0, 31, 7, 0.940789, 2
0, 5, 122, 0.749495, 1
1, 0, 295, 1.331834, 2
1, 0, 1419616800984, 1.333333, 1
1, 0, 1437188982040, 1.333333, 1
6, 52, 2, 6.963303, 1
1, 0, 1427787465252, 1.333333, 1
2014, 106, 47, 2014.981645, 1
0, 41, 6, 0.954286, 2
0, 7, 709, 0.799944, 1
2014, 118, 1, 2014.983380, 1
0, 0, 9131, 0.333285, 1
1, 0, 30000201, 1.333333, 1
0, 4, 209, 0.713898, 1
0, 0, 113, 0.329446, 22
0, 12, 17, 0.865724, 15
0, 2, 128, 0.598765, 2
0, 105, 0, 0.981308, 2
0, 8, 145, 0.817957, 1
3, 24, 13, 3.925558, 1
12, 9, 8, 12.830508, 1
6, 2, 4, 6.571429, 4
0, 1, 802, 0.499689, 1
2014, 265, 130, 2014.992537, 1
0, 1, 548, 0.499545, 1
0, 0, 46227, 0.333324, 1
0, 1, 611, 0.499592, 1
0, 50, 8, 0.962121, 1
1, 24, 2, 1.924528, 7
2, 2, 3111111, 2.600000, 1
2, 1, 207, 2.498801, 1
1, 0, 1429584358580, 1.333333, 1
1, 0, 322, 1.331959, 2
9, 12, 1, 9.860465, 1
0, 1, 101, 0.497561, 18
0, 7, 106, 0.799629, 2
1, 0, 1432881172580, 1.333333, 1
1, 0, 1441345392997, 1.333333, 1
0, 85, 1, 0.977099, 1
0, 91, 16, 0.978698, 1
1, 0, 1436318840115, 1.333333, 1
1, 5, 93, 1.749340, 1
2014, 261, 445, 2014.992424, 1
1, 201509100005, 1, 2.000000, 1
0, 20150603, 1, 1.000000, 1
1, 0, 1433309607472, 1.333333, 1
1, 0, 1423082328066, 1.333333, 1
0, 2, 109, 0.598553, 3
7, 9, 1, 7.823529, 4
0, 8, 54, 0.817590, 8
69, 2, 3, 69.565217, 1
0, 0, 468, 0.332386, 1
2, 1, 1, 2.400000, 1715
0, 1, 654, 0.499619, 1
5, 9, 0, 5.818182, 27
5, 3, 17, 5.660714, 1
2015, 9, 17, 2015.831858, 1
1, 4, 9, 1.706667, 109
0, 66, 23, 0.970981, 1
4, 10, 8, 4.843750, 1
0, 5, 288, 0.749784, 1
1, 0, 489, 1.332427, 1
0, 17, 2, 0.897436, 80
2014, 263, 2245, 2014.992481, 1
0, 1, 128, 0.498069, 11
9, 8, 12, 9.815789, 1
0, 3, 81, 0.665323, 10
3, 5, 33, 3.748201, 1
27, 0, 1, 27.142857, 35
2014, 258, 1715, 2014.992337, 1
1, 0, 20140416, 1.333333, 1
2014, 265, 1315, 2014.992537, 1
1, 1, 78, 1.496855, 1
2014, 260, 800, 2014.992395, 1
2014, 106, 6, 2014.981609, 1
0, 8, 91, 0.817826, 7
0, 14, 30, 0.881919, 2
1, 0, 1432178085252, 1.333333, 1
6, 0, 5, 6.263158, 26
2014, 10, 4, 2014.842105, 1
0, 1, 809, 0.499692, 1
2, 3, 2015, 2.666612, 1
2, 5, 12, 2.745455, 11
2015, 8, 17, 2015.816425, 1
2, 9, 100, 2.833061, 1
1, 0, 116, 1.329545, 4
10, 1, 3, 10.444444, 3
0, 23, 50, 0.922963, 1
0, 1, 299, 0.499168, 5
0, 29, 5, 0.936937, 1
0, 3, 252, 0.666229, 1
0, 9, 91, 0.833034, 7
0, 0, 1333, 0.333000, 1
3, 1, 38, 3.493671, 1
1, 0, 522, 1.332484, 1
2014, 104, 69, 2014.981303, 1
1, 0, 1418963442327, 1.333333, 1
1, 1, 427, 1.499417, 1
1, 0, 1183, 1.332958, 1
2, 32, 1, 2.941748, 2
1, 9, 27, 1.832370, 6
1, 0, 8004, 1.333278, 1
0, 1, 1027, 0.499757, 1
2014, 104, 44, 2014.981301, 1
3, 10, 33, 3.845475, 1
0, 10, 19, 0.845018, 28
0, 0, 142, 0.330233, 11
3, 0, 48, 3.324324, 2
0, 48, 0, 0.960000, 16
3, 22, 3, 3.918699, 1
0, 1, 948, 0.499737, 1
2014, 105, 9, 2014.981450, 1
14, 0, 3, 14.230769, 1
1, 0, 147, 1.330337, 1
1, 26, 0, 1.928571, 17
0, 1, 438, 0.499431, 1
1, 6, 96, 1.777273, 1
4, 2, 22, 4.593220, 1
0, 3, 155, 0.665957, 4
0, 5, 232, 0.749733, 1
3, 7, 46, 3.799163, 1
1, 0, 30000022, 1.333333, 1
1, 0, 451, 1.332351, 1
0, 8, 220, 0.818033, 1
1, 0, 20140616, 1.333333, 1
0, 7, 823, 0.799952, 1
1, 0, 30000187, 1.333333, 1
0, 4, 67, 0.713098, 6
0, 4, 20140813200000, 0.714286, 1
15, 9, 3, 15.827586, 1
0, 0, 227, 0.331387, 5
2015, 5, 6, 2015.741935, 1
0, 1, 991, 0.499748, 7
2014, 8, 5, 2014.813333, 1
2014, 101, 28, 2014.980757, 1
2, 3, 3, 2.642857, 220
0, 7, 20130810, 0.800000, 1
0, 36, 6, 0.948387, 1
5, 5, 19, 5.746988, 1
0, 1, 465, 0.499464, 1
1, 6, 11, 1.773913, 35
0, 0, 4555, 0.333236, 1
0, 31, 12, 0.940928, 1
2014, 264, 945, 2014.992509, 1
0, 5, 115, 0.749465, 1
1, 0, 316, 1.331933, 3
0, 1, 2003, 0.499875, 1
3, 3, 35, 3.663636, 1
2014, 262, 800, 2014.992453, 1
1, 0, 818, 1.332791, 1
0, 4, 200, 0.713881, 1
2, 0, 75, 2.327511, 1
0, 95, 2, 0.979487, 1
2014, 118, 8, 2014.983444, 1
1, 0, 30000198, 1.333333, 1
0, 4, 168, 0.713805, 1
1, 1, 147, 1.498316, 1
0, 0, 120, 0.329670, 15
0, 12, 24, 0.865979, 7
0, 8, 136, 0.817942, 1
3, 24, 6, 3.925234, 1
2014, 263, 830, 2014.992481, 1
0, 0, 582, 0.332571, 2
2, 7, 14, 2.797468, 6
0, 0, 46234, 0.333324, 1
0, 90, 69, 0.978488, 2
1, 24, 11, 1.925501, 2
10, 3, 1, 10.625000, 5
0, 20120408, 3317, 1.000000, 1
0, 27, 3, 0.932432, 11
0, 1, 126, 0.498039, 10
0, 7, 99, 0.799603, 4
1, 0, 1442617513969, 1.333333, 1
8, 12, 0, 8.857143, 1
2014, 115, 41, 2014.983044, 1
2014, 265, 1215, 2014.992537, 1
2, 0, 44, 2.323529, 4
2, 6, 36, 2.776471, 1
0, 320, 1, 0.993795, 2
0, 91, 25, 0.978707, 2
1, 10, 17849, 1.846153, 1
1, 1, 252, 1.499014, 1
9999999999, 9999999999, 9999999999, 10000000000.000000, 1
0, 2, 100, 0.598425, 3
3, 8, 35, 3.817284, 2
0, 8, 45, 0.817476, 12
0, 62, 2, 0.968992, 2
3, 20, 1, 3.910448, 5
0, 0, 475, 0.332400, 2
6, 14, 0, 6.875000, 2
2, 1, 22, 2.489362, 13
1, 32, 2, 1.942029, 1
2014, 262, 1415, 2014.992453, 1
0, 23, 43, 0.922945, 1
1, 4, 30, 1.711712, 2
4, 10, 3, 4.841270, 2
0, 5, 313, 0.749801, 1
1, 0, 486, 1.332421, 1
4, 0, 16, 4.307692, 4
0, 1, 153, 0.498382, 8
0, 7, 6, 0.794872, 413
1, 0, 1419619859295, 1.333333, 1
1, 2, 20150309, 1.600000, 1
0, 3, 110, 0.665672, 4
